Upah Minimum Provinsi,Pengeluaran,Upah_Rata_rata,Cluster
1931180.0,681921.0,19719.0,2
1931180.0,681921.0,19719.0,2
1931180.0,304026.0,19719.0,2
1931180.0,304026.0,19719.0,2
1931180.0,628887.0,19719.0,2
1931180.0,628887.0,19719.0,2
1931180.0,768846.0,19719.0,2
1931180.0,768846.0,19719.0,2
1931180.0,790542.0,19719.0,2
1931180.0,790542.0,19719.0,2
1931180.0,1251971.0,19719.0,2
1931180.0,1251971.0,19719.0,2
2099385.0,551678.0,20565.0,1
2099385.0,551678.0,20565.0,1
2099385.0,672917.0,20565.0,1
2099385.0,672917.0,20565.0,1
2099385.0,722162.0,20565.0,1
2099385.0,722162.0,20565.0,1
2099385.0,344889.0,20565.0,1
2099385.0,344889.0,20565.0,1
2099385.0,711628.0,20565.0,1
2099385.0,711628.0,20565.0,1
2099385.0,860591.0,20565.0,1
2099385.0,860591.0,20565.0,1
2099385.0,896568.0,20565.0,1
2099385.0,896568.0,20565.0,1
2267990.0,568904.0,21003.0,1
2267990.0,568904.0,21003.0,1
2267990.0,702322.0,21003.0,1
2267990.0,702322.0,21003.0,1
2267990.0,755744.0,21003.0,1
2267990.0,755744.0,21003.0,1
2267990.0,391762.0,21003.0,1
2267990.0,391762.0,21003.0,1
2267990.0,724059.0,21003.0,1
2267990.0,724059.0,21003.0,1
2267990.0,857116.0,21003.0,1
2267990.0,857116.0,21003.0,1
2267990.0,960667.0,21003.0,1
2267990.0,960667.0,21003.0,1
2267990.0,659524.5,21003.0,1
2267990.0,659524.5,21003.0,1
2460997.0,621779.0,23035.0,1
2460997.0,621779.0,23035.0,1
2460997.0,756673.0,23035.0,1
2460997.0,756673.0,23035.0,1
2460997.0,809917.0,23035.0,1
2460997.0,809917.0,23035.0,1
2460997.0,430162.0,23035.0,1
2460997.0,430162.0,23035.0,1
2460997.0,760370.0,23035.0,1
2460997.0,760370.0,23035.0,1
2460997.0,890708.0,23035.0,1
2460997.0,890708.0,23035.0,1
2460997.0,1051941.0,23035.0,1
2460997.0,1051941.0,23035.0,1
2460997.0,659524.5,23035.0,1
2460997.0,659524.5,23035.0,1
2501203.0,717509.0,23880.0,1
2501203.0,717509.0,23880.0,1
2501203.0,830110.0,23880.0,1
2501203.0,830110.0,23880.0,1
2501203.0,867898.0,23880.0,1
2501203.0,867898.0,23880.0,1
2501203.0,433478.0,23880.0,1
2501203.0,433478.0,23880.0,1
2501203.0,789460.0,23880.0,1
2501203.0,789460.0,23880.0,1
2501203.0,908923.0,23880.0,1
2501203.0,908923.0,23880.0,1
2501203.0,1150988.0,23880.0,1
2501203.0,1150988.0,23880.0,1
2501203.0,659524.5,23880.0,1
2501203.0,659524.5,23880.0,1
2501203.0,659524.5,23880.0,1
2501203.0,659524.5,23880.0,1
1500000.0,403723.0,12491.0,2
1500000.0,403723.0,12491.0,2
1500000.0,413263.0,12491.0,2
1500000.0,413263.0,12491.0,2
1500000.0,434462.0,12491.0,2
1500000.0,434462.0,12491.0,2
1500000.0,326656.0,12491.0,2
1500000.0,326656.0,12491.0,2
1500000.0,397815.0,12491.0,2
1500000.0,397815.0,12491.0,2
1500000.0,555949.0,12491.0,2
1500000.0,555949.0,12491.0,2
1500000.0,730379.0,12491.0,2
1500000.0,730379.0,12491.0,2
1500000.0,811077.0,12491.0,2
1500000.0,811077.0,12491.0,2
1500000.0,990410.0,12491.0,2
1500000.0,990410.0,12491.0,2
1605000.0,422178.0,13471.0,2
1605000.0,422178.0,13471.0,2
1605000.0,447384.0,13471.0,2
1605000.0,447384.0,13471.0,2
1605000.0,501705.0,13471.0,2
1605000.0,501705.0,13471.0,2
1605000.0,332335.0,13471.0,2
1605000.0,332335.0,13471.0,2
1605000.0,447410.0,13471.0,2
1605000.0,447410.0,13471.0,2
1605000.0,695404.0,13471.0,2
1605000.0,695404.0,13471.0,2
1605000.0,754513.0,13471.0,2
1605000.0,754513.0,13471.0,2
1605000.0,894794.0,13471.0,2
1605000.0,894794.0,13471.0,2
1605000.0,1197110.0,13471.0,2
1605000.0,1197110.0,13471.0,2
1737412.0,512495.0,14011.0,2
1737412.0,512495.0,14011.0,2
1737412.0,523328.0,14011.0,2
1737412.0,523328.0,14011.0,2
1737412.0,546294.0,14011.0,2
1737412.0,546294.0,14011.0,2
1737412.0,350740.0,14011.0,2
1737412.0,350740.0,14011.0,2
1737412.0,467579.0,14011.0,2
1737412.0,467579.0,14011.0,2
1737412.0,715282.0,14011.0,2
1737412.0,715282.0,14011.0,2
1737412.0,863236.0,14011.0,2
1737412.0,863236.0,14011.0,2
1737412.0,990908.0,14011.0,2
1737412.0,990908.0,14011.0,2
1737412.0,1261577.0,14011.0,2
1737412.0,1261577.0,14011.0,2
1888741.0,524132.0,14353.0,2
1888741.0,524132.0,14353.0,2
1888741.0,548879.0,14353.0,2
1888741.0,548879.0,14353.0,2
1888741.0,599850.0,14353.0,2
1888741.0,599850.0,14353.0,2
1888741.0,435647.0,14353.0,2
1888741.0,435647.0,14353.0,2
1888741.0,558899.0,14353.0,2
1888741.0,558899.0,14353.0,2
1888741.0,812762.0,14353.0,2
1888741.0,812762.0,14353.0,2
1888741.0,959780.0,14353.0,2
1888741.0,959780.0,14353.0,2
1888741.0,1107778.0,14353.0,2
1888741.0,1107778.0,14353.0,2
2040407.0,509743.0,14511.0,1
2040407.0,509743.0,14511.0,1
2040407.0,542423.0,14511.0,1
2040407.0,542423.0,14511.0,1
2040407.0,608544.0,14511.0,1
2040407.0,608544.0,14511.0,1
2040407.0,425301.0,14511.0,1
2040407.0,425301.0,14511.0,1
2040407.0,553926.0,14511.0,1
2040407.0,553926.0,14511.0,1
2040407.0,814178.0,14511.0,1
2040407.0,814178.0,14511.0,1
2040407.0,935045.0,14511.0,1
2040407.0,935045.0,14511.0,1
2040407.0,1096349.0,14511.0,1
2040407.0,1096349.0,14511.0,1
2213604.0,542088.0,17407.0,1
2213604.0,542088.0,17407.0,1
2213604.0,573499.0,17407.0,1
2213604.0,573499.0,17407.0,1
2213604.0,636828.0,17407.0,1
2213604.0,636828.0,17407.0,1
2213604.0,423330.0,17407.0,1
2213604.0,423330.0,17407.0,1
2213604.0,566575.0,17407.0,1
2213604.0,566575.0,17407.0,1
2213604.0,855378.0,17407.0,1
2213604.0,855378.0,17407.0,1
2213604.0,965419.0,17407.0,1
2213604.0,965419.0,17407.0,1
2213604.0,1140074.0,17407.0,1
2213604.0,1140074.0,17407.0,1
2460996.0,548491.0,18271.0,1
2460996.0,548491.0,18271.0,1
2460996.0,580273.0,18271.0,1
2460996.0,580273.0,18271.0,1
2460996.0,644543.0,18271.0,1
2460996.0,644543.0,18271.0,1
2460996.0,428537.0,18271.0,1
2460996.0,428537.0,18271.0,1
2460996.0,558299.0,18271.0,1
2460996.0,558299.0,18271.0,1
2460996.0,820709.0,18271.0,1
2460996.0,820709.0,18271.0,1
2460996.0,977029.0,18271.0,1
2460996.0,977029.0,18271.0,1
2460996.0,1138572.0,18271.0,1
2460996.0,1138572.0,18271.0,1
2238094.0,595345.0,16501.0,1
2238094.0,595345.0,16501.0,1
2238094.0,626208.0,16501.0,1
2238094.0,626208.0,16501.0,1
2238094.0,688085.0,16501.0,1
2238094.0,688085.0,16501.0,1
2238094.0,457934.0,16501.0,1
2238094.0,457934.0,16501.0,1
2238094.0,570274.0,16501.0,1
2238094.0,570274.0,16501.0,1
2238094.0,795497.0,16501.0,1
2238094.0,795497.0,16501.0,1
2238094.0,1053280.0,16501.0,1
2238094.0,1053280.0,16501.0,1
2238094.0,1196483.0,16501.0,1
2238094.0,1196483.0,16501.0,1
988500.0,325188.0,10440.0,2
988500.0,325188.0,10440.0,2
988500.0,365012.0,10440.0,2
988500.0,365012.0,10440.0,2
988500.0,385061.0,10440.0,2
988500.0,385061.0,10440.0,2
988500.0,297594.0,10440.0,2
988500.0,297594.0,10440.0,2
988500.0,563591.0,10440.0,2
988500.0,563591.0,10440.0,2
988500.0,697510.0,10440.0,2
988500.0,697510.0,10440.0,2
988500.0,622782.0,10440.0,2
988500.0,622782.0,10440.0,2
988500.0,928602.0,10440.0,2
988500.0,928602.0,10440.0,2
988500.0,1082571.0,10440.0,2
988500.0,1082571.0,10440.0,2
988500.0,364117.0,12070.0,2
988500.0,364117.0,12070.0,2
988500.0,434004.0,12070.0,2
988500.0,434004.0,12070.0,2
988500.0,466841.0,12070.0,2
988500.0,466841.0,12070.0,2
988500.0,362964.0,12070.0,2
988500.0,362964.0,12070.0,2
988500.0,636958.0,12070.0,2
988500.0,636958.0,12070.0,2
988500.0,765698.0,12070.0,2
988500.0,765698.0,12070.0,2
988500.0,727081.0,12070.0,2
988500.0,727081.0,12070.0,2
988500.0,1070962.0,12070.0,2
988500.0,1070962.0,12070.0,2
988500.0,1232540.0,12070.0,2
988500.0,1232540.0,12070.0,2
1337645.0,410231.0,12281.0,2
1337645.0,410231.0,12281.0,2
1337645.0,490248.0,12281.0,2
1337645.0,490248.0,12281.0,2
1337645.0,524042.0,12281.0,2
1337645.0,524042.0,12281.0,2
1337645.0,346740.0,12281.0,2
1337645.0,346740.0,12281.0,2
1337645.0,649917.0,12281.0,2
1337645.0,649917.0,12281.0,2
1337645.0,777961.0,12281.0,2
1337645.0,777961.0,12281.0,2
1337645.0,756972.0,12281.0,2
1337645.0,756972.0,12281.0,2
1337645.0,1140166.0,12281.0,2
1337645.0,1140166.0,12281.0,2
1337645.0,1302004.0,12281.0,2
1337645.0,1302004.0,12281.0,2
1454154.0,418677.0,12554.0,2
1454154.0,418677.0,12554.0,2
1454154.0,529012.0,12554.0,2
1454154.0,529012.0,12554.0,2
1454154.0,569840.0,12554.0,2
1454154.0,569840.0,12554.0,2
1454154.0,421355.0,12554.0,2
1454154.0,421355.0,12554.0,2
1454154.0,773648.0,12554.0,2
1454154.0,773648.0,12554.0,2
1454154.0,904012.0,12554.0,2
1454154.0,904012.0,12554.0,2
1454154.0,840033.0,12554.0,2
1454154.0,840033.0,12554.0,2
1454154.0,1302661.0,12554.0,2
1454154.0,1302661.0,12554.0,2
1570923.0,436763.0,13275.0,2
1570923.0,436763.0,13275.0,2
1570923.0,546444.0,13275.0,2
1570923.0,546444.0,13275.0,2
1570923.0,587032.0,13275.0,2
1570923.0,587032.0,13275.0,2
1570923.0,419189.0,13275.0,2
1570923.0,419189.0,13275.0,2
1570923.0,793280.0,13275.0,2
1570923.0,793280.0,13275.0,2
1570923.0,931711.0,13275.0,2
1570923.0,931711.0,13275.0,2
1570923.0,855952.0,13275.0,2
1570923.0,855952.0,13275.0,2
1570923.0,1339725.0,13275.0,2
1570923.0,1339725.0,13275.0,2
1704608.0,444286.0,15771.0,2
1704608.0,444286.0,15771.0,2
1704608.0,579279.0,15771.0,2
1704608.0,579279.0,15771.0,2
1704608.0,629172.0,15771.0,2
1704608.0,629172.0,15771.0,2
1704608.0,441772.0,15771.0,2
1704608.0,441772.0,15771.0,2
1704608.0,832692.0,15771.0,2
1704608.0,832692.0,15771.0,2
1704608.0,977178.0,15771.0,2
1704608.0,977178.0,15771.0,2
1704608.0,886059.0,15771.0,2
1704608.0,886059.0,15771.0,2
2215000.0,468581.0,15098.0,1
2215000.0,468581.0,15098.0,1
2215000.0,594622.0,15098.0,1
2215000.0,594622.0,15098.0,1
2215000.0,638605.0,15098.0,1
2215000.0,638605.0,15098.0,1
2215000.0,436839.0,15098.0,1
2215000.0,436839.0,15098.0,1
2215000.0,823248.0,15098.0,1
2215000.0,823248.0,15098.0,1
2215000.0,958089.0,15098.0,1
2215000.0,958089.0,15098.0,1
2215000.0,905420.0,15098.0,1
2215000.0,905420.0,15098.0,1
1840916.0,489285.0,14916.0,2
1840916.0,489285.0,14916.0,2
1840916.0,628844.0,14916.0,2
1840916.0,628844.0,14916.0,2
1840916.0,676491.0,14916.0,2
1840916.0,676491.0,14916.0,2
1840916.0,461469.0,14916.0,2
1840916.0,461469.0,14916.0,2
1840916.0,851529.0,14916.0,2
1840916.0,851529.0,14916.0,2
1840916.0,984701.0,14916.0,2
1840916.0,984701.0,14916.0,2
1840916.0,950754.0,14916.0,2
1840916.0,950754.0,14916.0,2
1840916.0,659524.5,14916.0,2
1840916.0,659524.5,14916.0,2
2700000.0,615486.0,17012.0,0
2700000.0,615486.0,17012.0,0
2700000.0,615486.0,17012.0,0
2700000.0,615486.0,17012.0,0
2700000.0,1157945.0,17012.0,0
2700000.0,1157945.0,17012.0,0
2700000.0,1157945.0,17012.0,0
2700000.0,1157945.0,17012.0,0
2700000.0,659524.5,17012.0,0
2700000.0,659524.5,17012.0,0
2700000.0,659524.5,17012.0,0
2700000.0,659524.5,17012.0,0
3100000.0,692207.0,23181.0,0
3100000.0,692207.0,23181.0,0
3100000.0,692206.0,23181.0,0
3100000.0,692206.0,23181.0,0
3100000.0,1184441.0,23181.0,0
3100000.0,1184441.0,23181.0,0
3100000.0,1184441.0,23181.0,0
3100000.0,1184441.0,23181.0,0
3100000.0,659524.5,23181.0,0
3100000.0,659524.5,23181.0,0
3100000.0,659524.5,23181.0,0
3100000.0,659524.5,23181.0,0
3355750.0,797828.0,23826.0,0
3355750.0,797828.0,23826.0,0
3355750.0,797828.0,23826.0,0
3355750.0,797828.0,23826.0,0
3355750.0,1199617.0,23826.0,0
3355750.0,1199617.0,23826.0,0
3355750.0,1199617.0,23826.0,0
3355750.0,1199617.0,23826.0,0
3355750.0,659524.5,23826.0,0
3355750.0,659524.5,23826.0,0
3355750.0,659524.5,23826.0,0
3355750.0,659524.5,23826.0,0
2267356.0,944687.0,15763.0,1
2267356.0,944687.0,15763.0,1
2267356.0,944687.0,15763.0,1
2267356.0,944687.0,15763.0,1
2267356.0,1313304.0,15763.0,1
2267356.0,1313304.0,15763.0,1
2267356.0,1313304.0,15763.0,1
2267356.0,1313304.0,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
1765000.0,923932.0,15763.0,2
1765000.0,923932.0,15763.0,2
1765000.0,923932.0,15763.0,2
1765000.0,923932.0,15763.0,2
1765000.0,659524.5,15763.0,2
1765000.0,659524.5,15763.0,2
1765000.0,659524.5,15763.0,2
1765000.0,659524.5,15763.0,2
2267356.0,953320.0,15763.0,1
2267356.0,953320.0,15763.0,1
2267356.0,953320.0,15763.0,1
2267356.0,953320.0,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
2267356.0,659524.5,15763.0,1
1600000.0,287010.0,10030.0,2
1600000.0,287010.0,10030.0,2
1600000.0,326512.0,10030.0,2
1600000.0,326512.0,10030.0,2
1600000.0,400853.0,10030.0,2
1600000.0,400853.0,10030.0,2
1600000.0,234180.0,10030.0,2
1600000.0,234180.0,10030.0,2
1600000.0,340889.0,10030.0,2
1600000.0,340889.0,10030.0,2
1600000.0,541711.0,10030.0,2
1600000.0,541711.0,10030.0,2
1600000.0,521190.0,10030.0,2
1600000.0,521190.0,10030.0,2
1600000.0,667401.0,10030.0,2
1600000.0,667401.0,10030.0,2
1600000.0,942564.0,10030.0,2
1600000.0,942564.0,10030.0,2
1875000.0,337137.0,13088.0,2
1875000.0,337137.0,13088.0,2
1875000.0,380934.0,13088.0,2
1875000.0,380934.0,13088.0,2
1875000.0,458798.0,13088.0,2
1875000.0,458798.0,13088.0,2
1875000.0,295510.0,13088.0,2
1875000.0,295510.0,13088.0,2
1875000.0,393591.0,13088.0,2
1875000.0,393591.0,13088.0,2
1875000.0,567969.0,13088.0,2
1875000.0,567969.0,13088.0,2
1875000.0,632647.0,13088.0,2
1875000.0,632647.0,13088.0,2
1875000.0,774525.0,13088.0,2
1875000.0,774525.0,13088.0,2
1875000.0,1026768.0,13088.0,2
1875000.0,1026768.0,13088.0,2
2030000.0,394003.0,12784.0,1
2030000.0,394003.0,12784.0,1
2030000.0,441998.0,12784.0,1
2030000.0,441998.0,12784.0,1
2030000.0,525875.0,12784.0,1
2030000.0,525875.0,12784.0,1
2030000.0,328112.0,12784.0,1
2030000.0,328112.0,12784.0,1
2030000.0,456383.0,12784.0,1
2030000.0,456383.0,12784.0,1
2030000.0,680550.0,12784.0,1
2030000.0,680550.0,12784.0,1
2030000.0,722116.0,12784.0,1
2030000.0,722116.0,12784.0,1
2030000.0,898382.0,12784.0,1
2030000.0,898382.0,12784.0,1
2030000.0,1206425.0,12784.0,1
2030000.0,1206425.0,12784.0,1
2206813.0,374990.0,11891.0,1
2206813.0,374990.0,11891.0,1
